amount_paise,amount_log1p,payment_method,is_international,card_network,card_type,issuer,card_sub_type,payment_hour_utc,payment_day_of_week,outcome
3211,8.074649,card,1,mastercard,credit,hdfc,consumer,1,3,0
4635,8.441607,upi,0,unknown,unknown,unknown,unknown,7,3,0
3599,8.188689,card,0,visa,debit,axis,consumer,1,0,0
3463,8.150179,card,0,rupay,debit,indusind,consumer,11,5,0
1717,7.448916,card,0,rupay,debit,kotak_mahindra,consumer,9,1,0
5611,8.632662,upi,0,unknown,unknown,unknown,unknown,16,1,0
1281,7.156177,card,0,visa,credit,indusind,consumer,15,0,0
5492,8.61123,netbanking,0,unknown,unknown,unknown,unknown,22,5,0
1321,7.186901,netbanking,0,unknown,unknown,unknown,unknown,15,2,0
3411,8.135054,wallet,0,unknown,unknown,unknown,unknown,8,0,0
16481,9.710024,card,0,rupay,credit,yes_bank,consumer,23,2,0
8630,9.063116,upi,0,unknown,unknown,unknown,unknown,21,5,0
699,6.55108,upi,0,unknown,unknown,unknown,unknown,18,0,0
4274,8.360539,card,0,visa,debit,indusind,consumer,15,0,0
2988,8.002694,netbanking,0,unknown,unknown,unknown,unknown,14,4,1
5104,8.537976,card,0,mastercard,debit,indusind,business,17,3,0
5701,8.648572,upi,0,unknown,unknown,unknown,unknown,14,4,0
1668,7.41998,upi,0,unknown,unknown,unknown,unknown,7,4,0
297,5.697093,card,0,mastercard,credit,axis,consumer,2,3,0
25858,10.160414,upi,0,unknown,unknown,unknown,unknown,22,2,0
15128,9.624369,upi,0,unknown,unknown,unknown,unknown,10,5,0
3877,8.263075,card,0,rupay,debit,sbi,consumer,1,3,0
188,5.241747,upi,0,unknown,unknown,unknown,unknown,7,0,0
19859,9.896463,emi,0,unknown,unknown,unknown,unknown,21,0,0
4177,8.337588,upi,0,unknown,unknown,unknown,unknown,1,6,0
5142,8.545392,upi,0,unknown,unknown,unknown,unknown,1,0,0
4586,8.430981,pay_later,0,unknown,unknown,unknown,unknown,22,0,0
5534,8.618847,upi,0,unknown,unknown,unknown,unknown,1,0,0
2840,7.951911,wallet,0,unknown,unknown,unknown,unknown,23,6,0
2076,7.63868,netbanking,0,unknown,unknown,unknown,unknown,23,4,0
2853,7.956477,upi,0,unknown,unknown,unknown,unknown,4,1,0
4266,8.358666,wallet,0,unknown,unknown,unknown,unknown,7,1,0
1674,7.423568,card,0,visa,debit,hdfc,consumer,1,3,0
3149,8.055158,wallet,0,unknown,unknown,unknown,unknown,1,0,0
2222,7.706613,upi,0,unknown,unknown,unknown,unknown,13,2,0
2013,7.607878,pay_later,0,unknown,unknown,unknown,unknown,5,6,0
1327,7.191429,netbanking,0,unknown,unknown,unknown,unknown,21,5,0
562,6.33328,upi,0,unknown,unknown,unknown,unknown,19,4,0
650,6.47851,card,0,mastercard,credit,yes_bank,consumer,18,6,0
385,5.955837,card,0,mastercard,debit,hdfc,consumer,0,1,0
1154,7.051856,emi,0,unknown,unknown,unknown,unknown,0,4,0
1042,6.949856,upi,0,unknown,unknown,unknown,unknown,12,5,0
11558,9.35522,card,1,visa,debit,axis,consumer,17,5,0
16918,9.736193,card,0,rupay,credit,indusind,consumer,0,3,1
2612,7.868254,card,1,mastercard,credit,icici,consumer,12,4,0
6403,8.764678,upi,0,unknown,unknown,unknown,unknown,2,3,0
977,6.88551,upi,0,unknown,unknown,unknown,unknown,23,1,0
1259,7.138867,upi,0,unknown,unknown,unknown,unknown,23,3,0
28491,10.257379,wallet,0,unknown,unknown,unknown,unknown,3,5,0
14507,9.582456,upi,0,unknown,unknown,unknown,unknown,3,6,0
8172,9.008591,card,0,visa,debit,axis,consumer,17,3,0
4775,8.471359,upi,0,unknown,unknown,unknown,unknown,4,3,0
2482,7.817223,netbanking,0,unknown,unknown,unknown,unknown,6,4,0
1123,7.024649,card,1,mastercard,credit,sbi,consumer,18,3,0
440,6.089045,card,0,visa,credit,yes_bank,consumer,16,3,0
4120,8.323851,upi,0,unknown,unknown,unknown,unknown,19,1,0
12506,9.434044,wallet,0,unknown,unknown,unknown,unknown,6,4,0
2306,7.743703,card,0,visa,credit,indusind,consumer,23,3,0
855,6.75227,upi,0,unknown,unknown,unknown,unknown,14,6,0
4768,8.469892,upi,0,unknown,unknown,unknown,unknown,20,4,0
269,5.598422,upi,0,unknown,unknown,unknown,unknown,16,2,0
1984,7.593374,netbanking,0,unknown,unknown,unknown,unknown,19,6,0
1128,7.029088,upi,0,unknown,unknown,unknown,unknown,5,6,0
5223,8.561019,card,0,mastercard,credit,icici,consumer,3,6,0
3463,8.150179,upi,0,unknown,unknown,unknown,unknown,7,1,1
1215,7.103322,wallet,0,unknown,unknown,unknown,unknown,12,1,0
217,5.384495,netbanking,0,unknown,unknown,unknown,unknown,20,2,0
6049,8.707814,upi,0,unknown,unknown,unknown,unknown,18,5,0
1117,7.019297,card,0,mastercard,credit,hdfc,consumer,23,2,0
879,6.779922,wallet,0,unknown,unknown,unknown,unknown,12,3,0
7885,8.972844,upi,0,unknown,unknown,unknown,unknown,2,5,0
28715,10.26521,card,0,visa,credit,icici,consumer,8,2,0
18229,9.810824,wallet,0,unknown,unknown,unknown,unknown,4,1,0
578,6.361302,card,0,visa,prepaid,rbl,consumer,16,2,0
9165,9.123256,card,0,rupay,debit,icici,consumer,9,5,0
471,6.156979,netbanking,0,unknown,unknown,unknown,unknown,13,3,0
9667,9.176577,netbanking,0,unknown,unknown,unknown,unknown,8,1,0
4573,8.428143,card,0,mastercard,credit,kotak_mahindra,business,2,2,0
4563,8.425955,upi,0,unknown,unknown,unknown,unknown,13,6,0
1372,7.224753,netbanking,0,unknown,unknown,unknown,unknown,1,1,0
5061,8.529517,upi,0,unknown,unknown,unknown,unknown,5,0,0
3165,8.060224,upi,0,unknown,unknown,unknown,unknown,2,6,0
4203,8.343792,card,0,visa,debit,sbi,consumer,0,0,0
8431,9.039789,card,0,rupay,debit,axis,consumer,12,2,0
1744,7.46451,pay_later,0,unknown,unknown,unknown,unknown,0,0,0
6014,8.702012,upi,0,unknown,unknown,unknown,unknown,12,6,0
8139,9.004545,upi,0,unknown,unknown,unknown,unknown,18,5,0
993,6.901737,upi,1,unknown,unknown,unknown,unknown,11,6,0
5902,8.683216,netbanking,0,unknown,unknown,unknown,unknown,5,6,0
19565,9.881549,netbanking,0,unknown,unknown,unknown,unknown,11,1,0
7558,8.930494,card,0,visa,credit,yes_bank,consumer,3,6,1
18507,9.825958,wallet,0,unknown,unknown,unknown,unknown,15,1,0
355,5.874931,netbanking,0,unknown,unknown,unknown,unknown,14,6,0
1666,7.418781,wallet,0,unknown,unknown,unknown,unknown,2,4,0
3588,8.185629,card,0,mastercard,credit,indusind,consumer,10,1,0
4459,8.402904,wallet,0,unknown,unknown,unknown,unknown,12,3,0
3317,8.107117,card,0,visa,debit,sbi,consumer,13,2,0
2794,7.935587,upi,0,unknown,unknown,unknown,unknown,5,3,0
5176,8.551981,card,0,mastercard,credit,yes_bank,consumer,20,1,0
33531,10.420255,upi,0,unknown,unknown,unknown,unknown,3,5,0
1017,6.925595,card,0,rupay,debit,yes_bank,consumer,10,1,0
1905,7.552762,upi,0,unknown,unknown,unknown,unknown,15,0,0
1735,7.459339,card,0,rupay,credit,hdfc,consumer,6,6,0
5614,8.633197,upi,0,unknown,unknown,unknown,unknown,13,2,0
2620,7.871311,upi,0,unknown,unknown,unknown,unknown,15,6,0
15714,9.662371,wallet,0,unknown,unknown,unknown,unknown,21,2,0
2186,7.690286,card,0,mastercard,credit,indusind,consumer,22,5,0
3236,8.082402,netbanking,0,unknown,unknown,unknown,unknown,20,0,0
19043,9.854507,emi,0,unknown,unknown,unknown,unknown,2,1,0
470,6.154858,upi,0,unknown,unknown,unknown,unknown,8,5,0
4852,8.487352,card,0,visa,credit,yes_bank,consumer,19,4,0
4064,8.310169,upi,0,unknown,unknown,unknown,unknown,9,5,0
2550,7.844241,upi,0,unknown,unknown,unknown,unknown,15,1,0
10689,9.277064,upi,0,unknown,unknown,unknown,unknown,0,4,1
1331,7.194437,upi,0,unknown,unknown,unknown,unknown,21,1,0
3478,8.1545,emi,0,unknown,unknown,unknown,unknown,13,2,0
13896,9.539428,upi,0,unknown,unknown,unknown,unknown,12,2,0
2629,7.874739,netbanking,0,unknown,unknown,unknown,unknown,23,0,0
1012,6.920672,upi,0,unknown,unknown,unknown,unknown,7,1,0
1507,7.31854,upi,0,unknown,unknown,unknown,unknown,16,0,0
2227,7.70886,upi,0,unknown,unknown,unknown,unknown,3,4,0
3571,8.180881,card,0,rupay,debit,yes_bank,consumer,12,0,0
6539,8.785692,pay_later,0,unknown,unknown,unknown,unknown,7,3,0
2873,7.96346,wallet,0,unknown,unknown,unknown,unknown,3,5,0
386,5.958425,card,0,mastercard,prepaid,indusind,consumer,5,0,0
21245,9.963924,emi,0,unknown,unknown,unknown,unknown,17,4,0
9110,9.117238,card,0,visa,debit,hdfc,consumer,22,3,0
10570,9.26587,card,0,visa,debit,axis,consumer,18,6,0
24457,10.104713,pay_later,0,unknown,unknown,unknown,unknown,10,6,0
5637,8.637285,card,0,mastercard,credit,rbl,consumer,4,1,0
5882,8.679822,upi,0,unknown,unknown,unknown,unknown,5,4,0
22189,10.007397,card,0,mastercard,credit,sbi,consumer,2,2,0
5278,8.571492,netbanking,0,unknown,unknown,unknown,unknown,10,4,0
4127,8.325548,netbanking,0,unknown,unknown,unknown,unknown,18,6,0
2468,7.811568,card,0,visa,debit,sbi,consumer,22,4,0
2366,7.769379,card,0,rupay,credit,yes_bank,consumer,3,5,0
12476,9.431642,upi,0,unknown,unknown,unknown,unknown,1,1,0
2799,7.937375,upi,0,unknown,unknown,unknown,unknown,13,0,0
1258,7.138073,netbanking,0,unknown,unknown,unknown,unknown,20,5,0
999,6.907755,netbanking,0,unknown,unknown,unknown,unknown,7,2,0
12589,9.440658,upi,0,unknown,unknown,unknown,unknown,23,0,0
1632,7.398174,upi,0,unknown,unknown,unknown,unknown,23,3,0
21265,9.964865,upi,0,unknown,unknown,unknown,unknown,0,3,0
9424,9.151121,upi,0,unknown,unknown,unknown,unknown,17,0,0
18929,9.848503,emi,0,unknown,unknown,unknown,unknown,2,3,1
736,6.602588,card,0,rupay,prepaid,sbi,consumer,22,3,0
1831,7.513164,wallet,0,unknown,unknown,unknown,unknown,18,1,0
30634,10.329898,emi,0,unknown,unknown,unknown,unknown,13,1,0
4873,8.49167,netbanking,0,unknown,unknown,unknown,unknown,23,5,0
8263,9.019664,card,1,mastercard,prepaid,icici,consumer,16,0,0
2608,7.866722,card,0,visa,debit,yes_bank,consumer,23,3,0
2486,7.818832,card,0,mastercard,credit,rbl,consumer,13,6,0
2929,7.982758,upi,0,unknown,unknown,unknown,unknown,10,2,0
3474,8.15335,upi,0,unknown,unknown,unknown,unknown,18,2,0
2888,7.968666,netbanking,0,unknown,unknown,unknown,unknown,6,2,0
1334,7.196687,upi,0,unknown,unknown,unknown,unknown,12,1,0
1413,7.254178,card,0,rupay,credit,hdfc,consumer,3,3,0
1924,7.562681,card,0,visa,debit,hdfc,consumer,4,5,0
11615,9.360139,netbanking,0,unknown,unknown,unknown,unknown,3,6,0
1467,7.291656,upi,0,unknown,unknown,unknown,unknown,5,2,0
9309,9.138844,emi,0,unknown,unknown,unknown,unknown,6,5,0
28782,10.26754,wallet,0,unknown,unknown,unknown,unknown,21,5,0
4492,8.410276,emi,0,unknown,unknown,unknown,unknown,14,6,0
3972,8.287277,upi,0,unknown,unknown,unknown,unknown,9,2,0
2272,7.728856,upi,0,unknown,unknown,unknown,unknown,0,4,0
2183,7.688913,wallet,0,unknown,unknown,unknown,unknown,5,2,0
38009,10.545605,upi,0,unknown,unknown,unknown,unknown,0,0,0
12151,9.405249,card,0,visa,debit,axis,consumer,6,3,0
1614,7.38709,card,0,visa,credit,sbi,consumer,16,2,0
2658,7.885705,wallet,0,unknown,unknown,unknown,unknown,13,1,0
265,5.583496,netbanking,0,unknown,unknown,unknown,unknown,20,2,0
4661,8.4472,upi,0,unknown,unknown,unknown,unknown,1,1,0
7102,8.868273,upi,0,unknown,unknown,unknown,unknown,11,0,0
1461,7.287561,upi,0,unknown,unknown,unknown,unknown,21,5,0
1793,7.492203,upi,0,unknown,unknown,unknown,unknown,7,4,0
3257,8.088869,upi,0,unknown,unknown,unknown,unknown,14,4,0
27553,10.223903,netbanking,0,unknown,unknown,unknown,unknown,2,2,1
3921,8.274357,wallet,0,unknown,unknown,unknown,unknown,14,2,0
825,6.716595,upi,0,unknown,unknown,unknown,unknown,13,4,0
2726,7.910957,card,0,visa,credit,kotak_mahindra,consumer,16,2,0
5974,8.695339,wallet,0,unknown,unknown,unknown,unknown,5,0,0
2665,7.888335,wallet,0,unknown,unknown,unknown,unknown,20,0,0
735,6.60123,card,0,rupay,credit,icici,consumer,3,4,0
16272,9.697263,upi,0,unknown,unknown,unknown,unknown,8,4,0
291,5.676754,card,0,visa,debit,sbi,consumer,12,2,0
13077,9.478687,card,0,visa,credit,axis,consumer,2,3,0
5544,8.620652,upi,0,unknown,unknown,unknown,unknown,2,3,0
457,6.126869,upi,0,unknown,unknown,unknown,unknown,12,1,0
2569,7.851661,wallet,0,unknown,unknown,unknown,unknown,7,2,0
2982,8.000685,wallet,0,unknown,unknown,unknown,unknown,12,0,0
2735,7.914252,upi,0,unknown,unknown,unknown,unknown,5,5,0
821,6.71174,upi,0,unknown,unknown,unknown,unknown,21,4,0
2935,7.984803,wallet,0,unknown,unknown,unknown,unknown,14,1,0
3282,8.096513,card,0,amex,credit,yes_bank,consumer,1,2,0
8957,9.100302,upi,0,unknown,unknown,unknown,unknown,21,5,0
2822,7.945555,upi,0,unknown,unknown,unknown,unknown,19,6,0
1076,6.981935,upi,0,unknown,unknown,unknown,unknown,19,4,0
1169,7.064759,card,0,amex,debit,axis,consumer,14,3,0
3301,8.102284,netbanking,0,unknown,unknown,unknown,unknown,5,1,0
584,6.371612,wallet,0,unknown,unknown,unknown,unknown,16,0,0
17580,9.774574,card,0,visa,credit,kotak_mahindra,consumer,15,1,0
3613,8.19257,card,0,rupay,credit,kotak_mahindra,consumer,18,6,0
1294,7.166266,card,0,rupay,debit,yes_bank,consumer,21,5,0
5442,8.602086,wallet,0,unknown,unknown,unknown,unknown,16,3,0
10942,9.300455,card,0,visa,debit,kotak_mahindra,consumer,15,0,0
1590,7.372118,upi,0,unknown,unknown,unknown,unknown,8,1,0
3770,8.235095,card,0,mastercard,credit,kotak_mahindra,consumer,0,1,0
3961,8.284504,card,0,mastercard,debit,icici,consumer,15,1,0
7164,8.876963,wallet,0,unknown,unknown,unknown,unknown,1,2,0
7499,8.922658,netbanking,0,unknown,unknown,unknown,unknown,4,0,1
3245,8.085179,netbanking,0,unknown,unknown,unknown,unknown,21,2,0
10427,9.25225,netbanking,0,unknown,unknown,unknown,unknown,13,3,0
3310,8.105006,netbanking,0,unknown,unknown,unknown,unknown,7,4,0
1882,7.540622,upi,0,unknown,unknown,unknown,unknown,14,2,0
15070,9.620528,netbanking,0,unknown,unknown,unknown,unknown,10,1,0
1995,7.5989,upi,0,unknown,unknown,unknown,unknown,16,5,0
1998,7.600402,upi,0,unknown,unknown,unknown,unknown,17,3,0
18754,9.839216,card,0,mastercard,debit,indusind,consumer,11,4,0
9016,9.106867,upi,0,unknown,unknown,unknown,unknown,4,1,0
1604,7.380879,upi,0,unknown,unknown,unknown,unknown,3,1,0
533,6.280396,card,0,visa,prepaid,rbl,consumer,22,1,0
5706,8.649449,pay_later,0,unknown,unknown,unknown,unknown,14,6,0
34138,10.438196,upi,0,unknown,unknown,unknown,unknown,18,2,0
2620,7.871311,card,1,visa,credit,rbl,consumer,9,5,0
2268,7.727094,upi,0,unknown,unknown,unknown,unknown,0,3,0
8524,9.050758,upi,0,unknown,unknown,unknown,unknown,19,3,0
34659,10.453342,netbanking,0,unknown,unknown,unknown,unknown,5,0,0
2564,7.849714,upi,0,unknown,unknown,unknown,unknown,9,1,0
26540,10.186446,netbanking,0,unknown,unknown,unknown,unknown,11,2,0
835,6.728629,upi,0,unknown,unknown,unknown,unknown,1,4,0
1478,7.299121,wallet,0,unknown,unknown,unknown,unknown,15,6,0
375,5.929589,card,0,mastercard,debit,yes_bank,consumer,23,3,0
2237,7.713338,upi,0,unknown,unknown,unknown,unknown,23,4,0
4162,8.333991,netbanking,0,unknown,unknown,unknown,unknown,21,3,0
595,6.390241,card,0,mastercard,debit,kotak_mahindra,consumer,15,6,0
12115,9.402282,card,0,mastercard,credit,indusind,consumer,17,4,0
8513,9.049467,card,0,visa,debit,sbi,consumer,9,0,0
6439,8.770284,upi,0,unknown,unknown,unknown,unknown,13,0,0
692,6.54103,emi,0,unknown,unknown,unknown,unknown,17,1,0
2659,7.886081,card,0,rupay,credit,yes_bank,business,23,0,0
367,5.908083,card,0,mastercard,debit,axis,consumer,22,1,0
5754,8.657824,card,0,visa,credit,icici,consumer,8,4,0
23806,10.077735,card,0,mastercard,debit,icici,consumer,9,0,0
16037,9.682716,upi,0,unknown,unknown,unknown,unknown,21,3,0
125712,11.741757,upi,0,unknown,unknown,unknown,unknown,16,0,0
7461,8.917579,upi,0,unknown,unknown,unknown,unknown,14,0,0
12361,9.422383,card,1,visa,prepaid,axis,consumer,13,4,1
7174,8.878358,upi,0,unknown,unknown,unknown,unknown,22,1,0
27315,10.215228,card,1,rupay,credit,hdfc,business,15,6,0
23781,10.076684,card,0,rupay,debit,indusind,consumer,1,5,0
3355,8.118505,upi,1,unknown,unknown,unknown,unknown,16,2,0
595,6.390241,card,1,visa,debit,kotak_mahindra,consumer,0,6,0
30256,10.317483,card,0,mastercard,debit,indusind,consumer,18,2,1
5213,8.559103,card,0,rupay,debit,indusind,consumer,5,1,0
6697,8.809564,card,1,rupay,debit,axis,business,16,1,1
1821,7.50769,card,0,visa,debit,hdfc,consumer,21,4,0
9757,9.185843,upi,0,unknown,unknown,unknown,unknown,15,2,0
1235,7.119636,upi,0,unknown,unknown,unknown,unknown,12,5,0
4331,8.373785,card,0,amex,credit,hdfc,consumer,10,4,0
2098,7.649216,card,0,visa,credit,hdfc,consumer,11,5,0
4713,8.458292,card,0,rupay,debit,sbi,consumer,15,4,0
33496,10.419211,upi,0,unknown,unknown,unknown,unknown,7,3,0
1854,7.52564,card,0,visa,credit,icici,consumer,7,6,0
3013,8.011023,pay_later,0,unknown,unknown,unknown,unknown,9,1,0
3424,8.138857,upi,0,unknown,unknown,unknown,unknown,3,0,0
1693,7.434848,card,0,rupay,debit,hdfc,consumer,18,3,0
1203,7.093405,card,0,mastercard,credit,axis,consumer,9,5,0
1800,7.496097,card,1,rupay,credit,axis,consumer,2,6,0
1321,7.186901,card,0,rupay,debit,kotak_mahindra,consumer,21,0,0
3299,8.101678,upi,0,unknown,unknown,unknown,unknown,17,6,0
24261,10.096667,netbanking,0,unknown,unknown,unknown,unknown,8,5,0
100,4.615121,card,0,mastercard,debit,hdfc,consumer,20,5,0
4504,8.412943,upi,0,unknown,unknown,unknown,unknown,9,2,0
3694,8.214736,upi,0,unknown,unknown,unknown,unknown,13,2,0
4092,8.317033,upi,0,unknown,unknown,unknown,unknown,2,5,0
1060,6.966967,card,0,rupay,credit,indusind,consumer,18,1,0
5476,8.608313,wallet,0,unknown,unknown,unknown,unknown,3,4,0
5471,8.607399,card,0,rupay,debit,yes_bank,consumer,22,1,0
1814,7.503841,wallet,0,unknown,unknown,unknown,unknown,23,3,0
6181,8.729397,upi,0,unknown,unknown,unknown,unknown,21,1,0
173685,12.065004,upi,0,unknown,unknown,unknown,unknown,17,1,0
17701,9.781433,netbanking,0,unknown,unknown,unknown,unknown,2,1,1
7731,8.953123,upi,0,unknown,unknown,unknown,unknown,18,3,0
9239,9.131297,upi,0,unknown,unknown,unknown,unknown,15,6,0
1255,7.135687,card,0,visa,credit,axis,consumer,8,5,0
4000,8.2943,card,0,mastercard,debit,hdfc,consumer,7,0,0
2793,7.93523,emi,0,unknown,unknown,unknown,unknown,10,2,0
4153,8.331827,upi,0,unknown,unknown,unknown,unknown,22,0,0
1259,7.138867,card,0,rupay,credit,kotak_mahindra,consumer,11,5,0
32197,10.37966,emi,0,unknown,unknown,unknown,unknown,9,6,1
3025,8.014997,pay_later,0,unknown,unknown,unknown,unknown,20,0,0
2227,7.70886,card,0,amex,debit,icici,business,19,2,0
14810,9.603125,upi,0,unknown,unknown,unknown,unknown,23,6,0
18821,9.842782,wallet,0,unknown,unknown,unknown,unknown,11,4,0
746,6.616065,netbanking,0,unknown,unknown,unknown,unknown,19,6,0
2397,7.78239,upi,0,unknown,unknown,unknown,unknown,2,2,0
2623,7.872455,emi,0,unknown,unknown,unknown,unknown,23,5,0
5523,8.616858,upi,0,unknown,unknown,unknown,unknown,21,6,0
2563,7.849324,wallet,0,unknown,unknown,unknown,unknown,5,1,0
8228,9.01542,upi,0,unknown,unknown,unknown,unknown,22,4,0
650,6.47851,upi,0,unknown,unknown,unknown,unknown,17,5,0
3924,8.275122,card,0,rupay,credit,rbl,consumer,16,5,0
1611,7.385231,upi,0,unknown,unknown,unknown,unknown,18,1,0
4527,8.418036,wallet,0,unknown,unknown,unknown,unknown,5,1,0
395,5.981414,upi,0,unknown,unknown,unknown,unknown,20,2,0
2055,7.628518,upi,0,unknown,unknown,unknown,unknown,19,0,0
3071,8.030084,upi,0,unknown,unknown,unknown,unknown,4,3,0
3859,8.258422,upi,0,unknown,unknown,unknown,unknown,3,6,0
2705,7.903227,upi,0,unknown,unknown,unknown,unknown,3,3,0
1508,7.319202,emi,0,unknown,unknown,unknown,unknown,22,3,0
7158,8.876126,card,0,rupay,debit,kotak_mahindra,consumer,13,2,0
3855,8.257386,card,0,mastercard,prepaid,sbi,consumer,3,6,0
14449,9.57845,wallet,0,unknown,unknown,unknown,unknown,7,1,0
522,6.259581,netbanking,0,unknown,unknown,unknown,unknown,15,4,0
8224,9.014934,card,0,visa,credit,icici,consumer,10,6,0
1556,7.350516,card,0,mastercard,debit,icici,consumer,6,4,0
3745,8.228444,card,0,rupay,credit,kotak_mahindra,consumer,2,5,0
1395,7.241366,netbanking,0,unknown,unknown,unknown,unknown,15,6,0
5710,8.650149,upi,0,unknown,unknown,unknown,unknown,6,2,0
1825,7.509883,upi,1,unknown,unknown,unknown,unknown,17,1,1
3086,8.034955,netbanking,0,unknown,unknown,unknown,unknown,22,3,0
2294,7.738488,pay_later,0,unknown,unknown,unknown,unknown,14,2,0
3933,8.277412,card,0,rupay,debit,hdfc,consumer,3,3,0
16136,9.68887,upi,0,unknown,unknown,unknown,unknown,7,5,0
3135,8.050703,wallet,0,unknown,unknown,unknown,unknown,19,2,0
2372,7.77191,upi,0,unknown,unknown,unknown,unknown,8,1,0
1659,7.414573,upi,0,unknown,unknown,unknown,unknown,12,4,0
792,6.675823,wallet,0,unknown,unknown,unknown,unknown,23,3,0
1016,6.924612,emi,0,unknown,unknown,unknown,unknown,17,5,0
1769,7.478735,upi,0,unknown,unknown,unknown,unknown,15,4,0
3537,8.171317,upi,0,unknown,unknown,unknown,unknown,0,4,0
403,6.001415,upi,0,unknown,unknown,unknown,unknown,3,4,0
1865,7.531552,wallet,0,unknown,unknown,unknown,unknown,22,4,0
10097,9.220093,card,0,visa,debit,kotak_mahindra,consumer,2,0,0
4778,8.471987,upi,0,unknown,unknown,unknown,unknown,21,0,0
4859,8.488794,card,0,visa,prepaid,yes_bank,consumer,8,1,0
14702,9.595807,netbanking,0,unknown,unknown,unknown,unknown,21,6,1
1531,7.334329,upi,0,unknown,unknown,unknown,unknown,1,2,0
1456,7.284135,upi,0,unknown,unknown,unknown,unknown,13,2,0
14210,9.561772,upi,0,unknown,unknown,unknown,unknown,18,5,1
2469,7.811973,card,0,visa,debit,yes_bank,consumer,19,6,0
724,6.586172,upi,0,unknown,unknown,unknown,unknown,20,1,0
7648,8.94233,card,0,rupay,credit,icici,consumer,6,5,0
2920,7.979681,upi,0,unknown,unknown,unknown,unknown,21,3,0
1352,7.21008,upi,0,unknown,unknown,unknown,unknown,8,5,0
27424,10.21921,upi,0,unknown,unknown,unknown,unknown,5,5,0
1303,7.173192,pay_later,0,unknown,unknown,unknown,unknown,10,1,0
1228,7.113956,wallet,0,unknown,unknown,unknown,unknown,19,1,0
442,6.09357,card,0,mastercard,debit,kotak_mahindra,consumer,12,1,0
2952,7.990577,card,0,visa,debit,kotak_mahindra,consumer,6,5,0
1384,7.233455,card,0,visa,debit,hdfc,business,0,5,0
463,6.139885,card,0,visa,prepaid,yes_bank,consumer,9,3,0
4818,8.480322,wallet,0,unknown,unknown,unknown,unknown,10,5,0
11360,9.337942,wallet,0,unknown,unknown,unknown,unknown,18,6,0
